ISIN	NCB	ISSUER	Maturity Date	Coupon Rate	Legal Entity ID			
XS0975256685	ES	Repsol Intl Finance B.V.	7/10/2021	3,625	5493002YCY6HTK0OUR29			
XS1148073205	ES	Repsol Intl Finance B.V.	10/12/2026	2,25	5493002YCY6HTK0OUR29			
XS1334225361	ES	Repsol Intl Finance B.V.	16/12/2020	2,125	5493002YCY6HTK0OUR29			
XS1442286008	ES	Repsol Intl Finance B.V.	6/07/2018	0,372	5493002YCY6HTK0OUR29			
XS1451452954	ES	Repsol Intl Finance B.V.	15/07/2019	0,125	5493002YCY6HTK0OUR29			
XS1613140489	ES	Repsol Intl Finance B.V.	23/05/2022	0,5	5493002YCY6HTK0OUR29			
XS1084563615	DE	Robert Bosch GmbH	8/07/2024	1,75	529900F0LT5OP4SV6122			
XS0934389221	DE	Robert Bosch Invest.Nedld.B.V.	24/05/2021	1,625	72450009QLIV38GTKN14			
XS0934539726	DE	Robert Bosch Invest.Nedld.B.V.	24/05/2028	2,625	72450009QLIV38GTKN14			
XS0760139773	BE	Roche Finance Europe B.V.	25/06/2018	2	724500MMYDP2MJLGB718			
XS1195056079	BE	Roche Finance Europe B.V.	25/02/2025	0,875	724500MMYDP2MJLGB718			
XS1371715118	BE	Roche Finance Europe B.V.	27/02/2023	0,5	724500MMYDP2MJLGB718			
XS1622363858	BE	Royal Schiphol Group N.V.	5/10/2026	2	724500XSMG4AYQ8NDK42			
XS1077584024	FI	Ryanair DAC	17/06/2021	1,875	635400WKFIPCHCKVW376			
XS1199964575	FI	Ryanair DAC	10/03/2023	1,125	635400WKFIPCHCKVW376			
XS1565699763	FI	Ryanair DAC	15/08/2023	1,125	635400WKFIPCHCKVW376			
FR0010951806	FR	SAGESS-Soc.An.d.Gest.St.d.Sec.	21/10/2022	3,125	96950015LNMQ336X4W81			
FR0011347608	FR	SAGESS-Soc.An.d.Gest.St.d.Sec.	22/10/2019	1,75	96950015LNMQ336X4W81			
XS1110299036	FI	Sampo OYJ	16/09/2021	1,5	743700UF3RL386WIDA22			
XS1370701549	FI	Sampo OYJ	24/05/2019	1,125	743700UF3RL386WIDA22			
XS1520733301	FI	Sampo OYJ	18/09/2023	1	743700UF3RL386WIDA22			
XS1622193750	FI	Sampo OYJ	30/05/2025	1,25	743700UF3RL386WIDA22			
FR0011355791	FR	Sanofi S.A.	14/11/2017	1	549300E9PC51EN656011			
FR0011560333	FR	Sanofi S.A.	4/09/2020	1,875	549300E9PC51EN656011			
FR0011625433	FR	Sanofi S.A.	14/11/2023	2,5	549300E9PC51EN656011			
FR0012146777	FR	Sanofi S.A.	10/03/2022	1,125	549300E9PC51EN656011			
FR0012146801	FR	Sanofi S.A.	10/09/2026	1,75	549300E9PC51EN656011			
XS0456451771	FR	Sanofi S.A.	11/10/2019	4,125	549300E9PC51EN656011			
XS1363071009	FR	Schlumberger Fin. France SAS	12/02/2019	0,625	9695001SZIOZQ9ZXF834			
XS0995382446	BE	Schlumberger Finance B.V.	4/03/2019	1,5	5299003L3TGTOIYBX911			
XS0428147093	BE	Shell International Finance BV	14/05/2018	4,375	213800ITMMKU4Z7I4F78			
XS1048521733	BE	Shell International Finance BV	24/03/2021	1,625	213800ITMMKU4Z7I4F78			
XS1048529041	BE	Shell International Finance BV	24/03/2026	2,5	213800ITMMKU4Z7I4F78			
XS1135276332	BE	Shell International Finance BV	6/04/2022	1	213800ITMMKU4Z7I4F78			
XS1135277140	BE	Shell International Finance BV	20/01/2027	1,625	213800ITMMKU4Z7I4F78			
XS1292468045	BE	Shell International Finance BV	15/09/2025	1,875	213800ITMMKU4Z7I4F78			
XS1292468987	BE	Shell International Finance BV	15/09/2019	0,082	213800ITMMKU4Z7I4F78			
XS1292484323	BE	Shell International Finance BV	15/03/2022	1,25	213800ITMMKU4Z7I4F78			
XS1411401083	BE	Shell International Finance BV	12/05/2028	1,25	213800ITMMKU4Z7I4F78			
XS1411405662	BE	Shell International Finance BV	12/05/2024	0,75	213800ITMMKU4Z7I4F78			
XS1476654238	BE	Shell International Finance BV	15/02/2025	0,375	213800ITMMKU4Z7I4F78			
XS1476654584	BE	Shell International Finance BV	15/08/2028	0,75	213800ITMMKU4Z7I4F78			
DE000A1G85B4	DE	Siemens Finan.maatschappij NV	10/03/2020	1,5	TAFO772JB70PDRN5VS48			
DE000A1UDWM7	DE	Siemens Finan.maatschappij NV	12/03/2021	1,75	TAFO772JB70PDRN5VS48			
DE000A1UDWN5	DE	Siemens Finan.maatschappij NV	10/03/2028	2,875	TAFO772JB70PDRN5VS48			
XS0369461644	DE	Siemens Finan.maatschappij NV	11/06/2018	5,625	TAFO772JB70PDRN5VS48			
XS0806449814	IT	Snam S.p.A.	18/01/2019	5	8156002278562044AF79			
XS0829183614	IT	Snam S.p.A.	19/03/2018	3,875	8156002278562044AF79			
XS0829190585	IT	Snam S.p.A.	19/09/2022	5,25	8156002278562044AF79			
XS0853682069	IT	Snam S.p.A.	13/02/2020	3,5	8156002278562044AF79			
XS0914294979	IT	Snam S.p.A.	29/01/2021	3,375	8156002278562044AF79			
XS1019326641	IT	Snam S.p.A.	22/01/2024	3,25	8156002278562044AF79			
XS1061410962	IT	Snam S.p.A.	24/04/2019	1,5	8156002278562044AF79			
XS1126183760	IT	Snam S.p.A.	21/04/2023	1,5	8156002278562044AF79			
XS1318709497	IT	Snam S.p.A.	19/11/2023	1,375	8156002278562044AF79			
XS1505573482	IT	Snam S.p.A.	25/10/2026	0,875	8156002278562044AF79			
XS1508588875	IT	Snam S.p.A.	25/10/2020	0	8156002278562044AF79			
XS1555402145	IT	Snam S.p.A.	25/01/2025	1,25	8156002278562044AF79			
FR0010199927	FR	SNCF Mobilités	3/06/2020	3,625	969500A4MXJ3ESPHK698			
XS0368361217	FR	SNCF Mobilités	12/06/2023	4,875	969500A4MXJ3ESPHK698			
XS0410937659	FR	SNCF Mobilités	2/02/2024	4,625	969500A4MXJ3ESPHK698			
XS0488101527	FR	SNCF Mobilités	19/02/2025	4,125	969500A4MXJ3ESPHK698			
BE0374557404	BE	Solvay S.A.	27/06/2018	4,625	549300MMVL80RTBP3O28			
XS0953958641	BE	SPP Infrastructure Fing B.V.	18/07/2020	3,75	635400YIVJTMWYSQJK11			
XS1185941850	BE	SPP Infrastructure Fing B.V.	12/02/2025	2,625	635400YIVJTMWYSQJK11			
XS1077088984	BE	SPP-Distribucia, A.S.	23/06/2021	2,625	213800AGL5LRVQNANS48			
XS1524573752	DE	Südzucker Intl Finance B.V.	29/11/2023	1,25	724500M1VGG79HOVI026			
FR0010745976	FR	Suez S.A.	8/04/2019	6,25	549300JQIZM6CL7POC81			
FR0010780528	FR	Suez S.A.	22/07/2024	5,5	549300JQIZM6CL7POC81			
FR0013173432	FR	Suez S.A.	19/05/2028	1,25	549300JQIZM6CL7POC81			
DE000TLX2003	DE	Talanx AG	13/02/2023	3,125	5299006ZIILJ6VJVSJ32			
DE000TLX2102	DE	Talanx AG	23/07/2026	2,5	5299006ZIILJ6VJVSJ32			
XS0184373925	IT	Telecom Italia S.p.A.	29/01/2019	5,375	549300W384M3RI3VXU42			
XS0486101024	IT	Telecom Italia S.p.A.	10/02/2022	5,25	549300W384M3RI3VXU42			
XS0630463965	IT	Telecom Italia S.p.A.	25/05/2018	4,75	549300W384M3RI3VXU42			
XS0794393396	IT	Telecom Italia S.p.A.	14/12/2018	6,125	549300W384M3RI3VXU42			
XS1020952435	IT	Telecom Italia S.p.A.	25/01/2021	4,5	549300W384M3RI3VXU42			
XS1169832810	IT	Telecom Italia S.p.A.	16/01/2023	3,25	549300W384M3RI3VXU42			
XS1347748607	IT	Telecom Italia S.p.A.	19/01/2024	3,625	549300W384M3RI3VXU42			
XS1419869885	IT	Telecom Italia S.p.A.	25/05/2026	3,625	549300W384M3RI3VXU42			
XS1497606365	IT	Telecom Italia S.p.A.	30/09/2025	3	549300W384M3RI3VXU42			
XS1551678409	IT	Telecom Italia S.p.A.	19/07/2023	2,5	549300W384M3RI3VXU42			
XS0462999573	ES	Telefonica Emisiones S.A.U.	11/11/2019	4,693	549300Y5MFC4SW5Z3K71			
XS0540187894	ES	Telefonica Emisiones S.A.U.	18/09/2017	3,661	549300Y5MFC4SW5Z3K71			
XS0746276335	ES	Telefonica Emisiones S.A.U.	21/02/2018	4,797	549300Y5MFC4SW5Z3K71			
XS0842214818	ES	Telefonica Emisiones S.A.U.	20/01/2020	4,71	549300Y5MFC4SW5Z3K71			
XS0874864860	ES	Telefonica Emisiones S.A.U.	23/01/2023	3,987	549300Y5MFC4SW5Z3K71			
XS0907289978	ES	Telefonica Emisiones S.A.U.	26/03/2021	3,961	549300Y5MFC4SW5Z3K71			
XS0934042549	ES	Telefonica Emisiones S.A.U.	29/05/2019	2,736	549300Y5MFC4SW5Z3K71			
XS1069430368	ES	Telefonica Emisiones S.A.U.	27/05/2022	2,242	549300Y5MFC4SW5Z3K71			
XS1120892507	ES	Telefonica Emisiones S.A.U.	17/10/2029	2,932	549300Y5MFC4SW5Z3K71			
XS1290729208	ES	Telefonica Emisiones S.A.U.	14/09/2021	1,477	549300Y5MFC4SW5Z3K71			
XS1394764689	ES	Telefonica Emisiones S.A.U.	13/04/2026	1,46	549300Y5MFC4SW5Z3K71			
XS1394777665	ES	Telefonica Emisiones S.A.U.	13/04/2022	0,75	549300Y5MFC4SW5Z3K71			
XS1505554698	ES	Telefonica Emisiones S.A.U.	17/10/2020	0,318	549300Y5MFC4SW5Z3K71			
XS1505554771	ES	Telefonica Emisiones S.A.U.	17/10/2031	1,93	549300Y5MFC4SW5Z3K71			
XS1550951138	ES	Telefonica Emisiones S.A.U.	17/10/2028	2,318	549300Y5MFC4SW5Z3K71			
XS1550951211	ES	Telefonica Emisiones S.A.U.	17/01/2025	1,528	549300Y5MFC4SW5Z3K71			
XS1555704078	ES	Telefonica Emisiones S.A.U.	25/01/2019	0,083	549300Y5MFC4SW5Z3K71			
XS0162869076	ES	Telefónica Europe B.V.	14/02/2033	5,875	7245007FZS0M65WUGP67			
XS0767278301	FI	Telekom Finanzmanagement GmbH	4/04/2022	4	529900V54UV5XQUK5S85			
XS0950055359	FI	Telekom Finanzmanagement GmbH	4/07/2023	3,5	529900V54UV5XQUK5S85			
XS0999667263	FI	Telekom Finanzmanagement GmbH	3/12/2021	3,125	529900V54UV5XQUK5S85			
XS1405762805	FI	Telekom Finanzmanagement GmbH	7/12/2026	1,5	529900V54UV5XQUK5S85			
XS0485616758	BE	TenneT Holding BV	9/02/2022	4,5	724500LTUWK3JQG63903			
XS0593606121	BE	TenneT Holding BV	21/02/2023	4,625	724500LTUWK3JQG63903			
XS0593606550	BE	TenneT Holding BV	21/02/2018	3,875	724500LTUWK3JQG63903			
XS0988014212	BE	TenneT Holding BV	1/11/2020	2,125	724500LTUWK3JQG63903			
XS1241581096	BE	TenneT Holding BV	4/06/2027	1,75	724500LTUWK3JQG63903			
XS1241581179	BE	TenneT Holding BV	4/06/2021	0,875	724500LTUWK3JQG63903			
XS1432384409	BE	TenneT Holding BV	13/06/2036	1,875	724500LTUWK3JQG63903			
XS1432384664	BE	TenneT Holding BV	13/06/2026	1	724500LTUWK3JQG63903			
XS1505568136	BE	TenneT Holding BV	24/10/2033	1,25	724500LTUWK3JQG63903			
XS0740810881	FI	Teollisuuden Voima Oyj	4/02/2019	4,625	743700LQ48IZBTZN4S52			
XS1043513529	FI	Teollisuuden Voima Oyj	17/03/2021	2,5	743700LQ48IZBTZN4S52			
XS1183235644	FI	Teollisuuden Voima Oyj	4/02/2025	2,125	743700LQ48IZBTZN4S52			
XS1514470316	FI	Teollisuuden Voima Oyj	13/01/2023	2,625	743700LQ48IZBTZN4S52			
XS0203712939	IT	Terna Rete Elettrica Nazio.SpA	28/10/2024	4,9	8156009E94ED54DE7C31			
XS0436320278	IT	Terna Rete Elettrica Nazio.SpA	3/10/2019	4,875	8156009E94ED54DE7C31			
XS0605214336	IT	Terna Rete Elettrica Nazio.SpA	15/03/2021	4,75	8156009E94ED54DE7C31			
XS0843310748	IT	Terna Rete Elettrica Nazio.SpA	16/02/2018	2,875	8156009E94ED54DE7C31			
XS1178105851	IT	Terna Rete Elettrica Nazio.SpA	2/02/2022	0,875	8156009E94ED54DE7C31			
XS1503131713	IT	Terna Rete Elettrica Nazio.SpA	11/10/2028	1	8156009E94ED54DE7C31			
XS0418669429	FR	Total Capital S.A.	26/03/2024	5,125	529900QI55ZLJVCMPA71			
XS0541787783	FR	Total Capital S.A.	16/09/2022	3,125	529900QI55ZLJVCMPA71			
XS0554819465	FR	Unibail-Rodamco SE	5/11/2020	3,875	969500SHQITWXSIS7N89			
XS0761713865	FR	Unibail-Rodamco SE	22/03/2019	3	969500SHQITWXSIS7N89			
XS0811116853	FR	Unibail-Rodamco SE	1/08/2018	2,25	969500SHQITWXSIS7N89			
XS0978619194	FR	Unibail-Rodamco SE	8/10/2018	1,875	969500SHQITWXSIS7N89			
XS1038708522	FR	Unibail-Rodamco SE	26/02/2024	2,5	969500SHQITWXSIS7N89			
XS1074055770	FR	Unibail-Rodamco SE	4/06/2026	2,5	969500SHQITWXSIS7N89			
XS1121177338	FR	Unibail-Rodamco SE	17/10/2022	1,375	969500SHQITWXSIS7N89			
XS1218363270	FR	Unibail-Rodamco SE	15/04/2030	1,375	969500SHQITWXSIS7N89			
XS1376614118	FR	Unibail-Rodamco SE	9/03/2026	1,375	969500SHQITWXSIS7N89			
XS1401196958	FR	Unibail-Rodamco SE	28/04/2027	1,125	969500SHQITWXSIS7N89			
XS1401197253	FR	Unibail-Rodamco SE	28/04/2036	2	969500SHQITWXSIS7N89			
XS1523192588	FR	Unibail-Rodamco SE	21/02/2025	0,875	969500SHQITWXSIS7N89			
XS1569845404	FR	Unibail-Rodamco SE	22/02/2028	1,5	969500SHQITWXSIS7N89			
XS1619568303	FR	Unibail-Rodamco SE	29/05/2029	1,5	969500SHQITWXSIS7N89			
XS1619568998	FR	Unibail-Rodamco SE	29/05/2037	2	969500SHQITWXSIS7N89			
XS0957258212	BE	Unilever NV	5/08/2020	1,75	549300TK7G7NZTVM1Z30			
XS1178970106	BE	Unilever NV	3/02/2022	0,5	549300SWJ4YK4LLNT176			
XS1241577490	BE	Unilever NV	3/06/2023	1	549300SWJ4YK4LLNT176			
XS1403010512	BE	Unilever NV	29/04/2020	0	549300TK7G7NZTVM1Z30			
XS1403014936	BE	Unilever NV	29/04/2024	0,5	549300SWJ4YK4LLNT176			
XS1403015156	BE	Unilever NV	29/04/2028	1,125	549300SWJ4YK4LLNT176			
XS1566100977	BE	Unilever NV	14/02/2023	0,375	549300SWJ4YK4LLNT176			
XS1566101603	BE	Unilever NV	14/02/2027	1	549300SWJ4YK4LLNT176			
XS1529854280	DE	Uniper SE	8/12/2018	0,125	549300UXRTWGIBZQ4J67			
XS1032164607	BE	Urenco Finance N.V.	15/02/2021	2,5	549300424FNJMWD3CO80			
XS1145750037	BE	Urenco Finance N.V.	2/12/2024	2,375	549300424FNJMWD3CO80			
XS1269854870	BE	Urenco Finance N.V.	5/08/2022	2,25	549300424FNJMWD3CO80			
FR0011689033	FR	Valeo S.A.	22/01/2024	3,25	5493006IH2N2WMIBB742			
FR0013139482	FR	Valeo S.A.	18/03/2026	1,625	5493006IH2N2WMIBB742			
FR0013230943	FR	Valeo S.A.	11/01/2023	0,625	5493006IH2N2WMIBB742			
FR0010033381	FR	Veolia Environnement S.A.	25/11/2033	6,125	969500LENY69X51OOT31			
XS0439828269	FI	Verbund AG	16/07/2019	4,75	5299006UDSEJCTTEJS30			
XS1140300663	FI	Verbund AG	20/11/2024	1,5	5299006UDSEJCTTEJS30			
XS0942081570	DE	Vier Gas Transport GmbH	12/06/2020	2	529900AGED6PJE9AVL37			
XS0942082115	DE	Vier Gas Transport GmbH	12/06/2025	2,875	529900AGED6PJE9AVL37			
XS0951155869	DE	Vier Gas Transport GmbH	10/07/2023	3,125	529900AGED6PJE9AVL37			
FR0010830034	FR	Vivendi S.A.	2/12/2019	4,875	969500FU4DRAEVJW7U54			
XS0168881760	DE	Volkswagen Intl Finance N.V.	22/05/2018	5,375	5299004PWNHKYTR23649			
XS0731681556	DE	Volkswagen Intl Finance N.V.	21/01/2019	3,25	5299004PWNHKYTR23649			
XS0873793375	DE	Volkswagen Intl Finance N.V.	14/01/2020	2	5299004PWNHKYTR23649			
XS0909788290	DE	Volkswagen Intl Finance N.V.	26/03/2021	2	5299004PWNHKYTR23649			
XS1167644407	DE	Volkswagen Intl Finance N.V.	16/01/2023	0,875	5299004PWNHKYTR23649			
XS1167667283	DE	Volkswagen Intl Finance N.V.	16/01/2030	1,625	5299004PWNHKYTR23649			
XS1586555515	DE	Volkswagen Intl Finance N.V.	30/03/2019	0,041	5299004PWNHKYTR23649			
XS1586555606	DE	Volkswagen Intl Finance N.V.	30/03/2021	0,5	5299004PWNHKYTR23649			
XS1586555861	DE	Volkswagen Intl Finance N.V.	2/10/2023	1,125	5299004PWNHKYTR23649			
XS1586555945	DE	Volkswagen Intl Finance N.V.	30/03/2027	1,875	5299004PWNHKYTR23649			
DE000A1HRVD5	DE	Vonovia Finance B.V.	8/10/2021	3,625	5299009XLZLD9TALOZ03			
DE000A1ZLUN1	DE	Vonovia Finance B.V.	9/07/2022	2,125	5299009XLZLD9TALOZ03			
DE000A1ZY971	DE	Vonovia Finance B.V.	30/03/2020	0,875	5299009XLZLD9TALOZ03			
DE000A1ZY989	DE	Vonovia Finance B.V.	31/03/2025	1,5	5299009XLZLD9TALOZ03			
DE000A18V138	DE	Vonovia Finance B.V.	15/12/2020	1,625	5299009XLZLD9TALOZ03			
DE000A18V146	DE	Vonovia Finance B.V.	15/12/2023	2,25	5299009XLZLD9TALOZ03			
DE000A19B8D4	DE	Vonovia Finance B.V.	25/01/2022	0,75	5299009XLZLD9TALOZ03			
DE000A19B8E2	DE	Vonovia Finance B.V.	25/01/2027	1,75	5299009XLZLD9TALOZ03			
DE000A182VS4	DE	Vonovia Finance B.V.	10/06/2022	0,875	5299009XLZLD9TALOZ03			
DE000A182VT2	DE	Vonovia Finance B.V.	10/06/2026	1,5	5299009XLZLD9TALOZ03			
DE000A189ZX0	DE	Vonovia Finance B.V.	6/12/2024	1,25	5299009XLZLD9TALOZ03			
FR0011036979	FR	Wendel S.A.	20/04/2018	6,75	969500M98ZMIZYJD5O34			
FR0013005196	FR	Wendel S.A.	10/04/2020	1,875	969500M98ZMIZYJD5O34			
FR0013213709	FR	Wendel S.A.	20/04/2023	1	969500M98ZMIZYJD5O34			
XS1514149159	BE	Whirlpool Finance Luxembourg S.a.r.l.	2/11/2026	1,25	549300W5K7SGG3H6B058			
XS0907301260	BE	Wolters Kluwer N.V.	21/03/2023	2,875	724500TEM53I0U077B74			
XS1067329570	BE	Wolters Kluwer N.V.	13/05/2024	2,5	724500TEM53I0U077B74			
XS1575992596	BE	Wolters Kluwer N.V.	22/03/2027	1,5	724500TEM53I0U077B74			
XS1533928971	BE	WPC Eurobond B.V.	19/07/2024	2,25	5493005XDMOLBARL5M14			
XS1112013666	FR	WPP Finance S.A.	22/09/2026	2,25	549300KWN0W6L03WNN80			
DE000A1HJ483	DE	Würth Finance International BV	21/05/2020	1,75	5JB3IE65ZU13TA0DGN10			
XS0625977987	DE	Würth Finance International BV	25/05/2018	3,75	5JB3IE65ZU13TA0DGN10			
XS1234248919	DE	Würth Finance International BV	19/05/2022	1	5JB3IE65ZU13TA0DGN10			
XS0979598207	BE	Západoslovenská energetika AS	14/10/2018	2,875	315700FA4G1UK2XEQF20			
XS0979598462	BE	Západoslovenská energetika AS	14/10/2023	4	315700FA4G1UK2XEQF20			
XS1628004779	FI	Kojamo Oyj	19/06/2024	1,5	7437007YPUOQZ8OV1R42			
FR0010096941	FR	La Poste	8/07/2019	4,75	9695000YG7TR7PAP0L59			
XS1632897762	BE	TenneT Holding BV	26/06/2025	0,75	724500LTUWK3JQG63903			
XS1632897929	BE	TenneT Holding BV	26/06/2029	1,375	724500LTUWK3JQG63903			
BE6248644013	BE	Anheuser-Busch InBev S.A./N.V.	24/01/2033	3,25	5493008H3828EMEXB082			
BE6276039425	BE	Anheuser-Busch InBev S.A./N.V.	20/04/2023	0,8	5493008H3828EMEXB082			
BE6276040431	BE	Anheuser-Busch InBev S.A./N.V.	18/04/2030	1,5	5493008H3828EMEXB082			
BE6285451454	BE	Anheuser-Busch InBev S.A./N.V.	17/03/2020	0,625	5493008H3828EMEXB082			
BE6285452460	BE	Anheuser-Busch InBev S.A./N.V.	17/03/2022	0,875	5493008H3828EMEXB082			
BE6285454482	BE	Anheuser-Busch InBev S.A./N.V.	17/03/2025	1,5	5493008H3828EMEXB082			
BE6285455497	BE	Anheuser-Busch InBev S.A./N.V.	17/03/2028	2	5493008H3828EMEXB082			
BE6285457519	BE	Anheuser-Busch InBev S.A./N.V.	17/03/2036	2,75	5493008H3828EMEXB082			
IT0004869985	IT	Atlantia S.p.A.	30/11/2018	3,625	8156008DEC771409C487			
IT0005108490	IT	Autostrade per L'Italia S.p.A.	12/06/2023	1,625	815600149448CEB9B230			
FR0013264405	FR	Coentreprise de Transport d'Electricité	29/09/2024	0,875	969500BH61SHYYBTJQ29			
FR0013264421	FR	Coentreprise de Transport d'Electricité	29/07/2028	1,5	969500BH61SHYYBTJQ29			
FR0013264439	FR	Coentreprise de Transport d'Electricité	29/07/2032	2,125	969500BH61SHYYBTJQ29			
BE0002269380	BE	Cofinimmo S.A./N.V.	9/12/2024	2	549300TM914CSF6KI389			
XS1637093508	BE	Compass Group International BV	3/07/2024	0,625	213800QX2L9L8MLTSS62			
DE000A2GSCW3	DE	Daimler AG	3/07/2029	1,5	529900R27DL06UVNT076			
DE000A2GSCX1	DE	Daimler AG	3/07/2037	2,125	529900R27DL06UVNT076			
DE000A2GSCY9	DE	Daimler AG	3/07/2024	0	529900R27DL06UVNT076			
BE0002178441	BE	Delhaize Group S.A.	19/10/2018	4,25	549300BEQWGXQBVYA835			
BE0002420926	BE	Eandis CVBA	30/11/2022	2,75	549300WSQWO0M3PK2J78			
BE0002443183	BE	Eandis CVBA	9/10/2023	2,875	549300WSQWO0M3PK2J78			
BE0002470459	BE	Eandis CVBA	7/05/2029	2,875	549300WSQWO0M3PK2J78			
FR0010800540	FR	Electricité de France (E.D.F.)	11/09/2024	4,625	549300X3UK4GG3FNMO06			
FR0010891317	FR	Electricité de France (E.D.F.)	26/04/2030	4,625	549300X3UK4GG3FNMO06			
FR0010961540	FR	Electricité de France (E.D.F.)	12/11/2025	4	549300X3UK4GG3FNMO06			
FR0010961581	FR	Electricité de France (E.D.F.)	12/11/2040	4,5	549300X3UK4GG3FNMO06			
FR0011182641	FR	Electricité de France (E.D.F.)	18/01/2022	3,875	549300X3UK4GG3FNMO06			
FR0011225143	FR	Electricité de France (E.D.F.)	25/03/2027	4,125	549300X3UK4GG3FNMO06			
FR0011318658	FR	Electricité de France (E.D.F.)	10/03/2023	2,75	549300X3UK4GG3FNMO06			
FR0011637586	FR	Electricité de France (E.D.F.)	27/04/2021	2,25	549300X3UK4GG3FNMO06			
FR0013213295	FR	Electricité de France (E.D.F.)	13/10/2026	1	549300X3UK4GG3FNMO06			
FR0013213303	FR	Electricité de France (E.D.F.)	13/10/2036	1,875	549300X3UK4GG3FNMO06			
XS0342783692	FR	Electricité de France (E.D.F.)	5/02/2018	5	549300X3UK4GG3FNMO06			
XS0367001228	FR	Electricité de France (E.D.F.)	29/05/2020	5,375	549300X3UK4GG3FNMO06			
XS0409749206	FR	Electricité de France (E.D.F.)	25/01/2021	6,25	549300X3UK4GG3FNMO06			
BE0002239086	BE	Elia System Operator S.A./N.V.	27/05/2024	1,375	549300A3EZXECDLW2V25			
BE0002276450	BE	Elia System Operator S.A./N.V.	7/04/2027	1,375	549300A3EZXECDLW2V25			
BE0002466416	BE	Elia System Operator S.A./N.V.	7/04/2029	3	549300A3EZXECDLW2V25			
IT0004794142	IT	ENEL S.p.A.	20/02/2018	4,875	WOCMU6HCI0OJWNPRZS33			
FR0010952739	FR	Engie S.A.	18/10/2017	2,75	LAXUQCHT4FH58LRZDY46			
FR0011147305	FR	Engie S.A.	21/01/2020	3,125	LAXUQCHT4FH58LRZDY46			
FR0011261916	FR	Engie S.A.	1/06/2018	2,25	LAXUQCHT4FH58LRZDY46			
FR0011289222	FR	Engie S.A.	20/07/2017	1,5	LAXUQCHT4FH58LRZDY46			
FR0011911239	FR	Engie S.A.	19/05/2020	1,375	LAXUQCHT4FH58LRZDY46			
FR0011911247	FR	Engie S.A.	19/05/2026	2,375	LAXUQCHT4FH58LRZDY46			
FR0012602753	FR	Engie S.A.	13/03/2022	0,5	LAXUQCHT4FH58LRZDY46			
FR0012602761	FR	Engie S.A.	13/03/2026	1	LAXUQCHT4FH58LRZDY46			
FR0013245859	FR	Engie S.A.	27/03/2024	0,875	LAXUQCHT4FH58LRZDY46			
FR0013245867	FR	Engie S.A.	27/03/2028	1,5	LAXUQCHT4FH58LRZDY46			
FR0013260767	FR	Engie S.A.	7/06/2032	1,625	LAXUQCHT4FH58LRZDY46			
IT0004760655	IT	ENI S.p.A.	11/10/2017	4,875	BUCRF72VH5RBN7X3VL35			
XS0954248729	IT	Ferrovie dello Stato Ital.SpA	22/07/2020	4	549300J4SXC5ALCJM731			
XS1639488771	IT	Ferrovie dello Stato Ital.SpA	27/06/2025	1,5	549300J4SXC5ALCJM731			
FR0013262698	FR	Fonciere des Regions S.A.	21/06/2027	1,5	969500P8M3W2XX376054			
XS1111108673	FR	Holding d'Infrastr. de Transp.	24/03/2025	2,25	9695004S3RCE0Q5V8G28			
XS1086104681	IT	Iren S.p.A.	14/07/2021	3	8156001EBD33FD474E60			
DE000A1PGZ82	DE	K+S Aktiengesellschaft	20/06/2022	3	529900YURAYD4IJX2J91			
XS0997941199	DE	K+S Aktiengesellschaft	6/12/2018	3,125	529900YURAYD4IJX2J91			
XS0997941355	DE	K+S Aktiengesellschaft	6/12/2021	4,125	529900YURAYD4IJX2J91			
FR0011321405	FR	Klepierre	17/09/2019	2,75	969500PB4U31KEFHZ621			
FR0012674661	FR	Klepierre	17/04/2023	1	969500PB4U31KEFHZ621			
FR0013121753	FR	Klepierre	19/02/2026	1,875	969500PB4U31KEFHZ621			
FR0013203825	FR	Klepierre	29/09/2031	1,25	969500PB4U31KEFHZ621			
FR0013238045	FR	Klepierre	16/02/2027	1,375	969500PB4U31KEFHZ621			
FR0011360478	FR	La Poste	26/11/2024	2,75	9695000YG7TR7PAP0L59			
FR0012758985	FR	La Poste	4/06/2025	1,125	9695000YG7TR7PAP0L59			
FR0013266830	FR	Legrand S.A.	6/07/2024	0,75	969500XXRPGD7HCAFA90			
FR0013266848	FR	Legrand S.A.	6/07/2032	1,875	969500XXRPGD7HCAFA90			
FR0012332203	FR	Mercialys	31/03/2023	1,787	969500081CGAXB7YS433			
FR0011560069	FR	Orange S.A.	3/09/2018	1,875	969500MCOONR8990S771			
FR0011560077	FR	Orange S.A.	9/01/2024	3,125	969500MCOONR8990S771			
FR0013217114	FR	Orange S.A.	3/02/2027	0,875	969500MCOONR8990S771			
FR0013241536	FR	Orange S.A.	11/09/2023	0,75	969500MCOONR8990S771			
FR0013241676	FR	Orange S.A.	9/09/2027	1,5	969500MCOONR8990S771			
XS0541453147	FR	Orange S.A.	16/09/2022	3,375	969500MCOONR8990S771			
XS0563306314	FR	Orange S.A.	14/01/2021	3,875	969500MCOONR8990S771			
XS0616431507	FR	Orange S.A.	23/01/2019	4,125	969500MCOONR8990S771			
XS0794245018	FR	Orange S.A.	15/06/2022	3	969500MCOONR8990S771			
XS0827999318	FR	Orange S.A.	1/03/2023	2,5	969500MCOONR8990S771			
